# MAPbI3 n=3 superfluid scan | Eg=2.178282 eV  Ex=1.991594 eV  binding=186.7 meV | density n = G_DEG * INT d2k/(2pi)^2 f_c (Kramers degeneracy G_DEG=2)
# target_n=2.000e+12 cm^-2  n=2.075821e+12 cm^-2  dmu=2.009100 eV  BEC
# kx_invA  omega_eV  A_kw
-1.800000e-01 -4.909502e-01 8.280173e-01
-1.650000e-01 -4.909502e-01 7.467017e-01
-1.500000e-01 -4.909502e-01 6.671779e-01
-1.350000e-01 -4.909502e-01 5.913657e-01
-1.200000e-01 -4.909502e-01 5.209881e-01
-1.050000e-01 -4.909502e-01 4.572657e-01
-9.000000e-02 -4.909502e-01 4.005458e-01
-7.500000e-02 -4.909502e-01 3.498453e-01
-6.000000e-02 -4.909502e-01 3.026883e-01
-4.500000e-02 -4.909502e-01 2.573376e-01
-3.000000e-02 -4.909502e-01 2.179367e-01
-1.500000e-02 -4.909502e-01 1.922107e-01
5.551115e-17 -4.909502e-01 1.835621e-01
1.500000e-02 -4.909502e-01 1.922107e-01
3.000000e-02 -4.909502e-01 2.179367e-01
4.500000e-02 -4.909502e-01 2.573376e-01
6.000000e-02 -4.909502e-01 3.026883e-01
7.500000e-02 -4.909502e-01 3.498453e-01
9.000000e-02 -4.909502e-01 4.005458e-01
1.050000e-01 -4.909502e-01 4.572657e-01
1.200000e-01 -4.909502e-01 5.209881e-01
1.350000e-01 -4.909502e-01 5.913657e-01
1.500000e-01 -4.909502e-01 6.671779e-01
1.650000e-01 -4.909502e-01 7.467017e-01
1.800000e-01 -4.909502e-01 8.280173e-01
1.950000e-01 -4.909502e-01 9.092553e-01
2.100000e-01 -4.909502e-01 9.887678e-01
2.250000e-01 -4.909502e-01 1.065219e+00
2.400000e-01 -4.909502e-01 1.137606e+00
2.550000e-01 -4.909502e-01 1.205229e+00
2.700000e-01 -4.909502e-01 1.267635e+00
2.850000e-01 -4.909502e-01 1.324558e+00
3.000000e-01 -4.909502e-01 1.375884e+00
-3.000000e-01 -4.772859e-01 1.548566e+00
-2.850000e-01 -4.772859e-01 1.487773e+00
-2.700000e-01 -4.772859e-01 1.420542e+00
-2.550000e-01 -4.772859e-01 1.347075e+00
-2.400000e-01 -4.772859e-01 1.267762e+00
-2.250000e-01 -4.772859e-01 1.183215e+00
-2.100000e-01 -4.772859e-01 1.094338e+00
-1.950000e-01 -4.772859e-01 1.002380e+00
-1.800000e-01 -4.772859e-01 9.089589e-01
-1.650000e-01 -4.772859e-01 8.160211e-01
-1.500000e-01 -4.772859e-01 7.257232e-01
-1.350000e-01 -4.772859e-01 6.402264e-01
-1.200000e-01 -4.772859e-01 5.614165e-01
-1.050000e-01 -4.772859e-01 4.905759e-01
-9.000000e-02 -4.772859e-01 4.280037e-01
-7.500000e-02 -4.772859e-01 3.725589e-01
-6.000000e-02 -4.772859e-01 3.215162e-01
-4.500000e-02 -4.772859e-01 2.729224e-01
-3.000000e-02 -4.772859e-01 2.309936e-01
-1.500000e-02 -4.772859e-01 2.037096e-01
5.551115e-17 -4.772859e-01 1.945490e-01
1.500000e-02 -4.772859e-01 2.037096e-01
3.000000e-02 -4.772859e-01 2.309936e-01
4.500000e-02 -4.772859e-01 2.729224e-01
6.000000e-02 -4.772859e-01 3.215162e-01
7.500000e-02 -4.772859e-01 3.725589e-01
9.000000e-02 -4.772859e-01 4.280037e-01
1.050000e-01 -4.772859e-01 4.905759e-01
1.200000e-01 -4.772859e-01 5.614165e-01
1.350000e-01 -4.772859e-01 6.402264e-01
1.500000e-01 -4.772859e-01 7.257232e-01
1.650000e-01 -4.772859e-01 8.160211e-01
1.800000e-01 -4.772859e-01 9.089589e-01
1.950000e-01 -4.772859e-01 1.002380e+00
2.100000e-01 -4.772859e-01 1.094338e+00
2.250000e-01 -4.772859e-01 1.183215e+00
2.400000e-01 -4.772859e-01 1.267762e+00
2.550000e-01 -4.772859e-01 1.347075e+00
2.700000e-01 -4.772859e-01 1.420542e+00
2.850000e-01 -4.772859e-01 1.487773e+00
3.000000e-01 -4.772859e-01 1.548566e+00
-3.000000e-01 -4.636217e-01 1.754242e+00
-2.850000e-01 -4.636217e-01 1.681641e+00
-2.700000e-01 -4.636217e-01 1.601594e+00
-2.550000e-01 -4.636217e-01 1.514428e+00
-2.400000e-01 -4.636217e-01 1.420697e+00
-2.250000e-01 -4.636217e-01 1.321228e+00
-2.100000e-01 -4.636217e-01 1.217188e+00
-1.950000e-01 -4.636217e-01 1.110140e+00
-1.800000e-01 -4.636217e-01 1.002050e+00
-1.650000e-01 -4.636217e-01 8.952272e-01
-1.500000e-01 -4.636217e-01 7.921634e-01
-1.350000e-01 -4.636217e-01 6.952911e-01
-1.200000e-01 -4.636217e-01 6.066653e-01
-1.050000e-01 -4.636217e-01 5.276135e-01
-9.000000e-02 -4.636217e-01 4.583524e-01
-7.500000e-02 -4.636217e-01 3.975378e-01
-6.000000e-02 -4.636217e-01 3.421454e-01
-4.500000e-02 -4.636217e-01 2.899639e-01
-3.000000e-02 -4.636217e-01 2.452641e-01
-1.500000e-02 -4.636217e-01 2.162815e-01
5.551115e-17 -4.636217e-01 2.065640e-01
1.500000e-02 -4.636217e-01 2.162815e-01
3.000000e-02 -4.636217e-01 2.452641e-01
4.500000e-02 -4.636217e-01 2.899639e-01
